ID_code,price
test_228,10996
test_229,720
test_230,4691
test_231,1239
test_232,589
test_233,10913
test_234,1939
test_235,4167
test_236,2435
test_237,4244
test_238,789
test_239,3409
test_240,533
test_241,642
test_242,1132
test_243,2313
test_244,2671
test_245,2459
test_246,9942
test_247,2135
test_248,3813
test_249,8674
test_250,12631
test_251,2397
test_252,9232
test_253,1065
test_254,4915
test_255,1155
test_256,1806
test_257,819
test_258,5777
test_259,756
test_260,4227
test_261,717
test_262,6547
test_263,1333
test_264,3563
test_265,13661
test_266,1013
test_267,1614
test_268,1346
test_269,8593
test_270,2333
test_271,847
test_272,2310
test_273,6963
test_274,567
test_275,4234
test_276,459
test_277,15126
test_278,1949
test_279,830
test_280,1814
test_281,3342
test_282,10053
test_283,698
test_284,9299
test_285,1056
test_286,2558
test_287,1562
test_288,526
test_289,3273
test_290,1594
test_291,652
test_292,2680
test_293,3903
test_294,6126
test_295,1819
test_296,6441
test_297,681
test_298,1080
test_299,10804
test_300,3752
test_301,5938
test_302,2365
test_303,11360
test_304,4398
test_305,15776
test_306,596
test_307,2492
test_308,1155
test_309,14205
test_310,1807
test_311,9030
test_312,1915
test_313,827
test_314,838
test_315,9086
test_316,15984
test_317,605
test_318,4809
test_319,3449
test_320,10099
test_321,465
test_322,10019
test_323,1186
test_324,1029
test_325,7340
test_326,2941
test_327,4730
test_328,4678
test_329,493
test_330,3039
test_331,1340
test_332,595
test_333,6754
test_334,740
test_335,3265
test_336,8584
test_337,5979
test_338,1151
test_339,1845
test_340,2609
test_341,1116
test_342,552
test_343,596
test_344,2096
test_345,2070
test_346,1179
test_347,4029
test_348,596
test_349,2314
test_350,5416
test_351,3073
test_352,2891
test_353,4804
test_354,3024
test_355,8637
test_356,1585
test_357,652
test_358,2804
test_359,507
test_360,2964
test_361,1067
test_362,988
test_363,1129
test_364,2964
test_365,1731
test_366,1977
test_367,17715
test_368,2800
test_369,706
test_370,851
test_371,872
test_372,6217
test_373,1107
test_374,18102
test_375,814
test_376,638
test_377,730
test_378,9465
test_379,4198
test_380,4955
test_381,8954
test_382,18190
test_383,613
test_384,18648
test_385,1235
test_386,3053
test_387,975
test_388,13006
test_389,3572
test_390,613
test_391,4587
test_392,3200
test_393,1096
test_394,2156
test_395,7732
test_396,2212
test_397,3149
test_398,9275
test_399,871
test_400,16451
test_401,827
test_402,689
test_403,5717
test_404,462
test_405,2569
test_406,818
test_407,4770
test_408,576
test_409,7068
test_410,2287
test_411,3193
test_412,3167
test_413,865
test_414,1235
test_415,1125
test_416,7806
test_417,1963
test_418,10065
test_419,1919
test_420,1013
test_421,2474
test_422,1142
test_423,5864
test_424,7076
test_425,7983
test_426,2367
test_427,844
test_428,1615
test_429,2604
test_430,2085
test_431,4116
test_432,1229
test_433,2121
test_434,5139
test_435,2564
test_436,1024
test_437,5939
test_438,1650
test_439,827
test_440,3854
test_441,1378
test_442,5555
test_443,3278
test_444,2537
test_445,810
test_446,898
test_447,16407
test_448,1727
test_449,756
test_450,1388
test_451,547
test_452,496
test_453,17539
test_454,608
test_455,1002
test_456,6098
test_457,612
test_458,9285
test_459,10182
test_460,2519
test_461,608
test_462,4580
test_463,1995
test_464,17347
test_465,1667
test_466,4729
test_467,3835
test_468,625
test_469,13420
test_470,878
test_471,6159
test_472,1993
test_473,679
test_474,14057
test_475,1014
test_476,2372
test_477,716
test_478,863
test_479,2348
test_480,3326
test_481,1035
test_482,1142
test_483,4240
test_484,7286
test_485,1671
test_486,2260
test_487,1983
test_488,680
test_489,4191
test_490,616
test_491,1243
test_492,6022
test_493,1438
test_494,974
test_495,675
test_496,2018
test_497,847
test_498,4276
test_499,2449
test_500,11189
test_501,6159
test_502,665
test_503,457
test_504,626
test_505,1240
test_506,13536
test_507,4620
test_508,807
test_509,947
test_510,1340
test_511,864
test_512,10291
test_513,1619
test_514,1561
test_515,684
test_516,572
test_517,3438
test_518,6579
test_519,8716
test_520,9234
test_521,1133
test_522,5335
test_523,544
test_524,3997
test_525,2310
test_526,498
test_527,641
test_528,4900
test_529,703
test_530,1298
test_531,3131
test_532,816
test_533,949
test_534,6049
test_535,2938
test_536,6762
test_537,5164
test_538,644
test_539,1065
test_540,593
test_541,10859
test_542,816
test_543,865
test_544,14945
test_545,11231
test_546,679
test_547,8014
test_548,995
test_549,1715
test_550,1724
test_551,547
test_552,6566
test_553,17323
test_554,7821
test_555,2544
test_556,827
test_557,4113
test_558,17434
test_559,773
test_560,17160
test_561,911
test_562,880
test_563,6012
test_564,5524
test_565,413
test_566,2990
test_567,2178
test_568,702
test_569,1691
test_570,10609
test_571,793
test_572,5841
test_573,4707
test_574,1011
test_575,10872
test_576,4643
test_577,13453
test_578,1024
test_579,1074
test_580,802
test_581,1318
test_582,1778
test_583,2361
test_584,4028
test_585,7560
test_586,559
test_587,4872
test_588,2010
test_589,4168
test_590,5204
test_591,4531
test_592,4633
test_593,15917
test_594,3770
test_595,789
test_596,720
test_597,18653
test_598,458
test_599,631
test_600,10164
test_601,552
test_602,15151
test_603,614
test_604,6488
test_605,1192
test_606,4290
test_607,1153
test_608,2612
test_609,707
test_610,3524
test_611,2246
test_612,2409
test_613,1086
test_614,1747
test_615,906
test_616,4401
test_617,14040
test_618,2896
test_619,652
test_620,3478
test_621,1446
test_622,4612
test_623,3696
test_624,863
test_625,833
test_626,1376
test_627,1671
test_628,11696
test_629,11088
test_630,1994
test_631,17176
test_632,810
test_633,2001
test_634,3334
test_635,13253
test_636,3026
test_637,2896
test_638,1662
test_639,898
test_640,698
test_641,816
test_642,2203
test_643,15941
test_644,9014
test_645,9009
test_646,7507
test_647,660
test_648,3734
test_649,458
test_650,534
test_651,756
test_652,1087
test_653,1016
test_654,2868
test_655,645
test_656,548
test_657,605
test_658,906
test_659,2066
test_660,1810
test_661,2958
test_662,765
test_663,530
test_664,1142
test_665,2933
test_666,3018
test_667,1826
test_668,571
test_669,5838
test_670,435
test_671,447
test_672,810
test_673,4598
test_674,4636
test_675,10517
test_676,1864
test_677,5818
test_678,1983
test_679,776
test_680,9677
test_681,14330
test_682,4239
test_683,10663
test_684,11234
test_685,1009
test_686,5297
test_687,3774
test_688,5724
test_689,737
test_690,11093
test_691,524
test_692,5832
test_693,604
test_694,15942
test_695,949
test_696,516
test_697,764
test_698,5700
test_699,1356
test_700,1642
test_701,3342
test_702,4708
test_703,2668
test_704,14634
test_705,6774
test_706,16800
test_707,1348
test_708,2272
test_709,1103
test_710,1019
test_711,10897
test_712,10063
test_713,15412
test_714,1786
test_715,499
test_716,9678
test_717,408
test_718,825
test_719,5420
test_720,787
test_721,554
test_722,1901
test_723,5291
test_724,6479
test_725,1433
test_726,1787
test_727,775
test_728,2094
test_729,13596
test_730,3794
test_731,7966
test_732,360
test_733,2002
test_734,1435
test_735,3464
test_736,17141
test_737,625
test_738,954
test_739,1436
test_740,6300
test_741,2319
test_742,4256
test_743,11180
test_744,4544
test_745,12971
test_746,5765
test_747,838
test_748,5494
test_749,3604
test_750,2862
test_751,15282
test_752,6095
test_753,4021
test_754,702
test_755,4588
test_756,489
test_757,6513
test_758,891
test_759,778
test_760,605
test_761,530
test_762,9730
test_763,12929
test_764,3423
test_765,1895
test_766,3587
test_767,665
test_768,8662
test_769,1744
test_770,1336
test_771,9580
test_772,1112
test_773,4185
test_774,1892
test_775,3607
test_776,10827
test_777,1446
test_778,3897
test_779,2399
test_780,517
test_781,1002
test_782,1825
test_783,2124
test_784,1061
test_785,1624
test_786,13063
test_787,3609
test_788,13588
test_789,1013
test_790,7262
test_791,15172
test_792,2359
test_793,3091
test_794,2404
test_795,6288
test_796,710
test_797,1857
test_798,4861
test_799,868
test_800,1305
test_801,814
test_802,1374
test_803,498
test_804,5962
test_805,470
test_806,4241
test_807,1917
test_808,9282
test_809,1026
test_810,720
test_811,732
test_812,692
test_813,8988
test_814,8886
test_815,14773
test_816,1064
test_817,698
test_818,2229
test_819,3751
test_820,11544
test_821,7055
test_822,931
test_823,6931
test_824,846
test_825,447
test_826,848
test_827,1087
test_828,15746
test_829,2360
test_830,17312
test_831,1255
test_832,645
test_833,1136
test_834,4022
test_835,898
test_836,668
test_837,3936
test_838,4023
test_839,4606
test_840,5351
test_841,5627
test_842,3521
test_843,1280
test_844,472
test_845,575
test_846,4892
test_847,2535
test_848,574
test_849,7292
test_850,6945
test_851,719
test_852,3528
test_853,1836
test_854,6854
test_855,2462
test_856,4631
test_857,1264
test_858,13757
test_859,6629
test_860,2258
test_861,716
test_862,2310
test_863,984
test_864,1948
test_865,2912
test_866,700
test_867,4490
test_868,984
test_869,2288
test_870,700
test_871,642
test_872,1813
test_873,1659
test_874,445
test_875,491
test_876,1138
test_877,1607
test_878,1238
test_879,1103
test_880,12459
test_881,2364
test_882,911
test_883,1237
test_884,17265
test_885,1333
test_886,2230
test_887,11108
test_888,1720
test_889,1662
test_890,574
test_891,720
test_892,504
test_893,776
test_894,3774
test_895,2376
test_896,5845
test_897,5176
test_898,1973
test_899,4511
test_900,1656
test_901,776
test_902,16384
test_903,1097
test_904,990
test_905,15261
test_906,4095
test_907,1624
test_908,755
test_909,4277
test_910,561
test_911,3919
test_912,1273
test_913,17469
test_914,1922
test_915,1441
test_916,450
test_917,735
test_918,2817
test_919,4771
test_920,522
test_921,1125
test_922,1237
test_923,1080
test_924,798
test_925,873
test_926,698
test_927,1949
test_928,1300
test_929,3461
test_930,446
test_931,1096
test_932,9178
test_933,1176
test_934,1007
test_935,574
test_936,2066
test_937,5129
test_938,2930
test_939,2767
test_940,732
test_941,827
test_942,5412
test_943,4037
test_944,3074
test_945,957
test_946,361
test_947,559
test_948,2215
test_949,596
test_950,574
test_951,687
test_952,12698
test_953,8629
test_954,876
test_955,2005
test_956,642
test_957,8911
test_958,1608
test_959,8794
test_960,730
test_961,3726
test_962,741
test_963,930
test_964,1722
test_965,3831
test_966,2612
test_967,7090
test_968,1208
test_969,14341
test_970,3238
test_971,720
test_972,6830
test_973,6232
test_974,544
test_975,2800
test_976,945
test_977,2098
test_978,608
test_979,5797
test_980,10685
test_981,435
test_982,435
test_983,879
test_984,9925
test_985,3819
test_986,1404
test_987,4442
test_988,522
test_989,4238
test_990,5506
test_991,7197
test_992,3634
test_993,1976
test_994,5100
test_995,1268
test_996,844
test_997,1100
test_998,3464
test_999,3136
test_1000,3035
test_1001,7421
test_1002,526
test_1003,449
test_1004,3535
test_1005,773
test_1006,492
test_1007,1021
test_1008,692
test_1009,4900
test_1010,616
test_1011,1781
test_1012,10430
test_1013,2757
test_1014,1249
test_1015,4355
test_1016,5169
test_1017,17723
test_1018,11389
test_1019,622
test_1020,2149
test_1021,2055
test_1022,4830
test_1023,4664
test_1024,4268
test_1025,4561
test_1026,622
test_1027,1101
test_1028,3429
test_1029,4150
test_1030,924
test_1031,749
test_1032,4423
test_1033,1894
test_1034,4032
test_1035,924
test_1036,9120
test_1037,5209
test_1038,967
test_1039,5000
test_1040,807
test_1041,2426
test_1042,504
test_1043,1153
test_1044,7089
test_1045,1937
test_1046,5405
test_1047,1978
test_1048,4020
test_1049,5305
test_1050,16778
test_1051,1235
test_1052,5430
test_1053,2058
test_1054,1133
test_1055,10940
test_1056,1080
test_1057,5055
test_1058,5398
test_1059,1583
test_1060,5100
test_1061,1318
test_1062,4704
test_1063,977
test_1064,11864
test_1065,1656
test_1066,4816
test_1067,672
test_1068,5197
test_1069,3246
test_1070,7584
test_1071,2331
test_1072,1787
test_1073,4304
test_1074,9707
test_1075,776
test_1076,579
test_1077,968
test_1078,1698
test_1079,5431
test_1080,625
test_1081,2028
test_1082,6106
test_1083,858
test_1084,3411
test_1085,1271
test_1086,396
test_1087,1746
test_1088,6097
test_1089,910
test_1090,561
test_1091,735
test_1092,911
test_1093,667
test_1094,5159
test_1095,3181
test_1096,1838
test_1097,964
test_1098,1415
test_1099,15109
test_1100,1030
test_1101,6817
test_1102,5081
test_1103,5665
test_1104,447
test_1105,1441
test_1106,874
test_1107,7715
test_1108,1940
test_1109,929
test_1110,1574
test_1111,10069
test_1112,958
test_1113,5361
test_1114,1413
test_1115,6698
test_1116,2305
test_1117,562
test_1118,17073
test_1119,3220
test_1120,470
test_1121,2854
test_1122,894
test_1123,5751
test_1124,2569
test_1125,540
test_1126,11376
test_1127,2226
test_1128,1611
test_1129,5706
test_1130,1893
test_1131,8254
test_1132,8427
test_1133,10352
test_1134,689
test_1135,853
test_1136,4698
test_1137,1052
test_1138,6456
test_1139,4642
test_1140,719
test_1141,4688
test_1142,911
test_1143,6318
test_1144,1050
test_1145,5096
test_1146,767
test_1147,530
test_1148,1115
test_1149,609
test_1150,631
test_1151,6969
test_1152,803
test_1153,3317
test_1154,5364
test_1155,1930
test_1156,1896
test_1157,995
test_1158,3529
test_1159,422
test_1160,840
test_1161,1152
test_1162,5988
test_1163,1013
test_1164,6990
test_1165,3724
test_1166,4481
test_1167,401
test_1168,3025
test_1169,1330
test_1170,1803
test_1171,2366
test_1172,886
test_1173,14623
test_1174,8471
test_1175,3330
test_1176,6559
test_1177,605
test_1178,14278
test_1179,506
test_1180,3603
test_1181,2733
test_1182,886
test_1183,789
test_1184,14842
test_1185,2376
test_1186,1378
test_1187,6466
test_1188,658
test_1189,7441
test_1190,5842
test_1191,2789
test_1192,1664
test_1193,795
test_1194,5394
test_1195,11028
test_1196,1746
test_1197,478
test_1198,16601
test_1199,933
test_1200,8752
test_1201,436
test_1202,17856
test_1203,7365
test_1204,3183
test_1205,790
test_1206,1203
test_1207,5871
test_1208,6458
test_1209,682
test_1210,507
test_1211,10308
test_1212,9709
test_1213,5652
test_1214,1443
test_1215,495
test_1216,2569
test_1217,1933
test_1218,2878
test_1219,5889
test_1220,1153
test_1221,9193
test_1222,5266
test_1223,9401
test_1224,840
test_1225,995
test_1226,9747
test_1227,4558
test_1228,10931
test_1229,2714
test_1230,6794
test_1231,12297
test_1232,2647
test_1233,5747
test_1234,3137
test_1235,2649
test_1236,8233
test_1237,2548
test_1238,1763
test_1239,1620
test_1240,1642
test_1241,15837
test_1242,847
test_1243,642
test_1244,3220
test_1245,6163
test_1246,17028
test_1247,489
test_1248,12440
test_1249,511
test_1250,4240
test_1251,6770
test_1252,1061
test_1253,1211
test_1254,802
test_1255,5345
test_1256,816
test_1257,505
test_1258,945
test_1259,1377
test_1260,1368
test_1261,362
test_1262,561
test_1263,3299
test_1264,1131
test_1265,4003
test_1266,7177
test_1267,789
test_1268,599
test_1269,593
test_1270,3489
test_1271,857
test_1272,1586
test_1273,1037
test_1274,1173
test_1275,935
test_1276,3090
test_1277,2274
test_1278,778
test_1279,393
test_1280,945
test_1281,2177
test_1282,589
test_1283,2819
test_1284,12265
test_1285,1061
test_1286,3696
test_1287,658
test_1288,15454
test_1289,1662
test_1290,11163
test_1291,15433
test_1292,13813
test_1293,1922
test_1294,6133
test_1295,3669
test_1296,2246
test_1297,810
test_1298,659
test_1299,4366
test_1300,3082
test_1301,2310
test_1302,854
test_1303,7602
test_1304,1010
test_1305,772
test_1306,1956
test_1307,1094
test_1308,4385
test_1309,10338
test_1310,2194
test_1311,868
test_1312,3378
test_1313,1001
test_1314,840
test_1315,17036
test_1316,2298
test_1317,1621
test_1318,1197
test_1319,2083
test_1320,15122
test_1321,605
test_1322,1135
test_1323,621
test_1324,4048
test_1325,3405
test_1326,961
test_1327,799
test_1328,2842
test_1329,13938
test_1330,4292
test_1331,863
test_1332,612
test_1333,2847
test_1334,2853
test_1335,8703
test_1336,4668
test_1337,4242
test_1338,8860
test_1339,2559
test_1340,2048
test_1341,6116
test_1342,605
test_1343,8915
test_1344,2858
test_1345,2401
test_1346,680
test_1347,858
test_1348,576
test_1349,872
test_1350,17050
test_1351,872
test_1352,1095
test_1353,2039
test_1354,2089
test_1355,4861
test_1356,596
test_1357,766
test_1358,4432
test_1359,5322
test_1360,4286
test_1361,3656
test_1362,3377
test_1363,4475
test_1364,1031
test_1365,612
test_1366,2777
test_1367,8847
test_1368,5274
test_1369,12400
test_1370,8907
test_1371,10431
test_1372,11189
test_1373,2106
test_1374,686
test_1375,6263
test_1376,3545
test_1377,716
test_1378,10446
test_1379,5426
test_1380,6600
test_1381,3862
test_1382,2937
test_1383,1050
test_1384,4502
test_1385,8759
test_1386,552
test_1387,17442
test_1388,1749
test_1389,8596
test_1390,557
test_1391,5091
test_1392,7632
test_1393,1793
test_1394,1637
test_1395,1757
test_1396,515
test_1397,565
test_1398,6183
test_1399,858
test_1400,14350
test_1401,4679
test_1402,15805
test_1403,2163
test_1404,477
test_1405,765
test_1406,2198
test_1407,9698
test_1408,2979
test_1409,3036
test_1410,730
test_1411,18172
test_1412,776
test_1413,11927
test_1414,4022
test_1415,1794
test_1416,3212
test_1417,526
test_1418,2973
test_1419,9013
test_1420,8616
test_1421,3720
test_1422,10752
test_1423,4794
test_1424,658
test_1425,1745
test_1426,10302
test_1427,460
test_1428,682
test_1429,829
test_1430,1007
test_1431,984
test_1432,8362
test_1433,3165
test_1434,730
test_1435,6300
test_1436,1429
test_1437,1115
test_1438,5086
test_1439,5221
test_1440,2389
test_1441,6522
test_1442,8809
test_1443,8181
test_1444,1190
test_1445,18153
test_1446,2168
test_1447,590
test_1448,16786
test_1449,9355
test_1450,1774
test_1451,1289
test_1452,6785
test_1453,865
test_1454,5599
test_1455,891
test_1456,5294
test_1457,1013
test_1458,943
test_1459,338
test_1460,5624
test_1461,9761
test_1462,692
test_1463,860
test_1464,815
test_1465,4689
test_1466,732
test_1467,2609
test_1468,15889
test_1469,6320
test_1470,13287
test_1471,10012
test_1472,10411
test_1473,2856
test_1474,7243
test_1475,707
test_1476,2231
test_1477,4948
test_1478,3145
test_1479,852
test_1480,404
test_1481,3710
test_1482,2856
test_1483,1008
test_1484,10083
test_1485,1087
test_1486,8001
test_1487,5376
test_1488,491
test_1489,944
test_1490,6350
test_1491,4170
test_1492,4836
test_1493,7695
test_1494,5016
test_1495,1060
test_1496,4503
test_1497,6286
test_1498,6202
test_1499,5794
test_1500,828
test_1501,663
test_1502,2563
test_1503,1279
test_1504,846
test_1505,8911
test_1506,1385
test_1507,3154
test_1508,9683
test_1509,1165
test_1510,435
test_1511,960
test_1512,15646
test_1513,806
test_1514,14319
test_1515,3782
test_1516,526
test_1517,1938
test_1518,6522
test_1519,5834
test_1520,5110
test_1521,11508
test_1522,1069
test_1523,1928
test_1524,4013
test_1525,596
test_1526,505
test_1527,1196
test_1528,3461
test_1529,1651
test_1530,532
test_1531,2393
test_1532,1356
test_1533,3399
test_1534,1601
test_1535,3238
test_1536,3381
test_1537,1338
test_1538,5171
test_1539,639
test_1540,1153
test_1541,10350
test_1542,6701
test_1543,10278
test_1544,1154
test_1545,553
test_1546,756
test_1547,4769
test_1548,1013
test_1549,3308
test_1550,6685
test_1551,4295
test_1552,1755
test_1553,905
test_1554,3808
test_1555,854
test_1556,8669
test_1557,1052
test_1558,4401
test_1559,1841
test_1560,552
test_1561,1659
test_1562,2142
test_1563,2453
test_1564,4549
test_1565,4937
test_1566,1386
test_1567,15959
test_1568,11262
test_1569,8797
test_1570,4492
test_1571,7859
test_1572,1113
test_1573,7819
test_1574,4128
test_1575,7996
test_1576,959
test_1577,9870
test_1578,1629
test_1579,743
test_1580,638
test_1581,3521
test_1582,3248
test_1583,4898
test_1584,5453
test_1585,792
test_1586,1343
test_1587,490
test_1588,3797
test_1589,711
test_1590,2823
test_1591,3353
test_1592,1808
test_1593,2291
test_1594,2671
test_1595,3172
test_1596,11943
test_1597,6776
test_1598,3863
test_1599,5376
test_1600,4558
test_1601,491
test_1602,10763
test_1603,4347
test_1604,4922
test_1605,4292
test_1606,6874
test_1607,6762
test_1608,2473
test_1609,2063
test_1610,1431
test_1611,877
test_1612,7961
test_1613,16900
test_1614,1030
test_1615,6664
test_1616,3439
test_1617,408
test_1618,3518
test_1619,1225
test_1620,13930
test_1621,827
test_1622,2263
test_1623,464
test_1624,3612
test_1625,11746
test_1626,696
test_1627,2584
test_1628,489
test_1629,1780
test_1630,1437
test_1631,15688
test_1632,791
test_1633,2023
test_1634,472
test_1635,1041
test_1636,1210
test_1637,13869
test_1638,1649
test_1639,1996
test_1640,1676
test_1641,781
test_1642,1065
test_1643,2060
test_1644,2902
test_1645,5131
test_1646,1916
test_1647,912
test_1648,3303
test_1649,3768
test_1650,764
test_1651,1947
test_1652,816
test_1653,5237
test_1654,2096
test_1655,6175
test_1656,648
test_1657,522
test_1658,612
test_1659,778
test_1660,645
test_1661,4077
test_1662,2251
test_1663,2779
test_1664,3291
test_1665,710
test_1666,2052
test_1667,9897
test_1668,526
test_1669,7018
test_1670,673
test_1671,9384
test_1672,8622
test_1673,13034
test_1674,672
test_1675,9432
test_1676,7213
test_1677,5786
test_1678,14038
test_1679,4054
test_1680,6774
test_1681,4758
test_1682,1068
test_1683,852
test_1684,2942
test_1685,4676
test_1686,13065
test_1687,8637
test_1688,1580
test_1689,5564
test_1690,4566
test_1691,1180
test_1692,5265
test_1693,12696
test_1694,5364
test_1695,665
test_1696,9908
test_1697,5947
test_1698,610
test_1699,1251
test_1700,10313
test_1701,2822
test_1702,487
test_1703,3121
test_1704,975
test_1705,1664
test_1706,16704
test_1707,11068
test_1708,12418
test_1709,592
test_1710,628
test_1711,880
test_1712,1637
test_1713,14192
test_1714,4007
test_1715,548
test_1716,776
test_1717,2018
test_1718,873
test_1719,3668
test_1720,796
test_1721,2394
test_1722,5618
test_1723,1607
test_1724,17045
test_1725,3413
test_1726,606
test_1727,1053
test_1728,3725
test_1729,15386
test_1730,2235
test_1731,1580
test_1732,3298
test_1733,765
test_1734,868
test_1735,1838
test_1736,1356
test_1737,3495
test_1738,1839
test_1739,1061
test_1740,4205
test_1741,1441
test_1742,12327
test_1743,931
test_1744,905
test_1745,4432
test_1746,8346
test_1747,3801
test_1748,11435
test_1749,506
test_1750,3261
test_1751,844
test_1752,987
test_1753,628
test_1754,4136
test_1755,854
test_1756,526
test_1757,17116
test_1758,13324
test_1759,5548
test_1760,2536
test_1761,3192
test_1762,10623
test_1763,4138
test_1764,802
test_1765,1966
test_1766,1088
test_1767,1791
test_1768,14447
test_1769,4165
test_1770,9290
test_1771,2792
test_1772,4273
test_1773,2403
test_1774,2968
test_1775,1637
test_1776,12958
test_1777,972
test_1778,1997
test_1779,562
test_1780,571
test_1781,2319
test_1782,4879
test_1783,734
test_1784,5226
test_1785,8545
test_1786,804
test_1787,5031
test_1788,6250
test_1789,1877
test_1790,2287
test_1791,876
test_1792,1114
test_1793,453
test_1794,765
test_1795,1076
test_1796,626
test_1797,12576
test_1798,3388
test_1799,769
test_1800,1834
test_1801,829
test_1802,1625
test_1803,1009
test_1804,578
test_1805,11925
test_1806,4114
test_1807,1272
test_1808,648
test_1809,2981
test_1810,836
test_1811,5765
test_1812,755
test_1813,6025
test_1814,447
test_1815,4209
test_1816,2376
test_1817,6535
test_1818,661
test_1819,850
test_1820,846
test_1821,4348
test_1822,2512
test_1823,2473
test_1824,461
test_1825,2452
test_1826,707
test_1827,1993
test_1828,961
test_1829,1875
test_1830,7424
test_1831,3581
test_1832,9169
test_1833,689
test_1834,7513
test_1835,453
test_1836,1626
test_1837,2155
test_1838,6626
test_1839,672
test_1840,2346
test_1841,4829
test_1842,438
test_1843,6132
test_1844,445
test_1845,1377
test_1846,2652
test_1847,2085
test_1848,10454
test_1849,552
test_1850,631
test_1851,2312
test_1852,13196
test_1853,3992
test_1854,12822
test_1855,1752
test_1856,605
test_1857,761
test_1858,12319
test_1859,5235
test_1860,2370
test_1861,557
test_1862,1582
test_1863,605
test_1864,1431
test_1865,870
test_1866,2092
test_1867,7326
test_1868,8964
test_1869,4077
test_1870,1607
test_1871,3593
test_1872,4227
test_1873,5578
test_1874,1113
test_1875,2227
test_1876,426
test_1877,6653
test_1878,9090
test_1879,617
test_1880,3830
test_1881,1879
test_1882,4412
test_1883,552
test_1884,17975
test_1885,6272
test_1886,984
test_1887,16723
test_1888,11128
test_1889,2266
test_1890,373
test_1891,495
test_1892,1743
test_1893,702
test_1894,8370
test_1895,4204
test_1896,1353
test_1897,4129
test_1898,943
test_1899,10477
test_1900,2695
test_1901,5758
test_1902,4032
test_1903,7466
test_1904,645
test_1905,6236
test_1906,8995
test_1907,17193
test_1908,923
test_1909,4435
test_1910,3568
test_1911,1990
test_1912,3007
test_1913,4746
test_1914,537
test_1915,1395
test_1916,775
test_1917,17051
test_1918,1866
test_1919,7063
test_1920,6569
test_1921,17297
test_1922,1942
test_1923,530
test_1924,3068
test_1925,12622
test_1926,3330
test_1927,1014
test_1928,789
test_1929,5107
test_1930,4398
test_1931,10546
test_1932,872
test_1933,6999
test_1934,2100
test_1935,649
test_1936,6472
test_1937,492
test_1938,1046
test_1939,561
test_1940,8455
